r Qm L_r M_r T P rho kap eps clim rcf dlPdlT 
-5407540484.124115 2.4246886080847299 -5.7001621648788461e+51 -2.8337056414805283e+33 349958175.82069373 2.443888305727061e+20 4252.328510271559 0.35081505740245106 1.3328671178778865e+18 " " c 2.1127752347741473
-5393780839.1263409 2.4139080677803975 -5.6715111060080513e+51 -2.8122631468152101e+33 350214360.52966839 2.4476696704477331e+20 4254.7155479544263 0.35081337509490074 1.3394960655335685e+18 " " c 2.1122408873590124
-5380021194.1285667 2.4031763953958269 -5.6428483388346206e+51 -2.7909178504422998e+33 350469904.49917531 2.4514436899409039e+20 4257.0924919363351 0.35081170105314602 1.3461330452728755e+18 " " c 2.1117073830090161
-5366261549.1307926 2.3924935375212599 -5.6141748404597505e+51 -2.7696696461297862e+33 350724806.70115423 2.4552103295012025e+20 4259.4593579060984 0.35081003524087184 1.3527778974191396e+18 " " c 2.1111747270993728
-5352501904.1330185 2.381859440084102 -5.585491589782225e+51 -2.7485184263272795e+33 350979066.10718566 2.4589695544738198e+20 4261.8161616252301 0.35080837762201361 1.3594304615200228e+18 " " c 2.1106429250101697
-5338742259.1352444 2.3712740483515429 -5.556799567419599e+51 -2.7274640821712191e+33 351232681.68844342 2.4627213302539328e+20 4264.1629189267724 0.35080672816075564 1.3660905763519027e+18 " " c 2.110111982130491
-5324982614.1374702 2.3607373069331761 -5.5280997556291637e+51 -2.7065065034900875e+33 351485652.4156462 2.4664656222861135e+20 4266.4996457141297 0.35080508682152994 1.3727580799243599e+18 " " c 2.1095819038526651
-5311222969.1396961 2.3502491597836226 -5.4993931382287061e+51 -2.6856455788096258e+33 351737977.25900882 2.470202396063725e+20 4268.8263579598797 0.35080345356901455 1.3794328094845271e+18 " " c 2.1090526955779869
-5297463324.141922 2.339809550205155 -5.4706807005170728e+51 -2.6648811953580533e+33 351989655.18819255 2.4739316171283009e+20 4271.1430717046023 0.35080182836813251 1.3861146015215818e+18 " " c 2.1085243627127537
-5283703679.1441479 2.3294184208503239 -5.4419634291945389e+51 -2.6442132390712951e+33 352240685.17225474 2.477653251068911e+20 4273.4498030556842 0.3508002111840503 1.3928032917710794e+18 " " c 2.1079969106698404
-5269944034.1463737 2.319075713724589 -5.4132423122830008e+51 -2.6236415945982078e+33 352491066.17959774 2.4813672635215105e+20 4275.7465681861286 0.35079860198217666 1.399498715219402e+18 " " c 2.1074703448696637
-5256184389.1485996 2.3087813701889459 -5.3845183390459921e+51 -2.603166145305813e+33 352740797.17791694 2.485073620168276e+20 4278.0333833333625 0.35079700072816106 1.406200706108098e+18 " " c 2.1069446707370991
-5242424744.1508255 2.2985353309625602 -5.3557924999085401e+51 -2.5827867732845326e+33 352989877.1341483 2.4887722867369227e+20 4280.3102647980277 0.35079540738789272 1.4129090979382979e+18 " " c 2.1064198937065766
-5228665099.1530514 2.2883375361254021 -5.327065786376865e+51 -2.5625033593534252e+33 353238305.01441473 2.492463229000009e+20 4282.577228942786 0.35079382192749903 1.4196237234750231e+18 " " c 2.1058960192164542
-5214905454.1552773 2.2781879251208794 -5.2983391909579305e+51 -2.5423157830654297e+33 353486079.78397202 2.4961464127742224e+20 4284.8342921910953 0.35079224431334449 1.426344414751562e+18 " " c 2.1053730527144663
-5201145809.1575031 2.268086436758475 -5.2696137070788631e+51 -2.5222239227126071e+33 353733200.40715379 2.4998218039196523e+20 4287.0814710260056 0.35079067451202939 1.4330710030738002e+18 " " c 2.1048509996521649
-5187386164.159729 2.2580330092163838 -5.2408903290062344e+51 -2.5022276553313878e+33 353979665.84731561 2.5034893683390425e+20 4289.3187819889272 0.35078911249038852 1.4398033190244849e+18 " " c 2.104329865491493
-5173626519.1619549 2.2480275800441523 -5.2121700517652298e+51 -2.4823268567078191e+33 354225475.0667783 2.5071490719770306e+20 4291.5462416784176 0.35078755821549001 1.4465411924675932e+18 " " c 2.1038096556979777
-5159866874.1641808 2.2380700861653171 -5.1834538710587012e+51 -2.4625214013828159e+33 354470627.02677059 2.5108008808193691e+20 4293.7638667489391 0.35078601165463413 1.4532844525525222e+18 " " c 2.1032903757470134
-5146107229.1664066 2.2281604638800463 -5.1547427831861175e+51 -2.4428111626574121e+33 354715120.68737036 2.514444760892128e+20 4295.9716739096275 0.35078447277535202 1.4600329277184046e+18 " " c 2.1027720311186844
-5132347584.1686325 2.2182986488677807 -5.1260377849624232e+51 -2.4231960125980153e+33 354958955.00744569 2.5180806782608831e+20 4298.1696799230513 0.35078294154540474 1.4667864456982735e+18 " " c 2.1022546273014564
-5118587939.1708584 2.2084845761898744 -5.0973398736368069e+51 -2.4036758220416602e+33 355202128.94459456 2.5217085990298848e+20 4300.3579016039648 0.35078141793278178 1.4735448335233444e+18 " " c 2.1017381697919495
-5104828294.1730843 2.1987181802922402 -5.0686500468113957e+51 -2.3842504606012654e+33 355444641.45508361 2.5253284893412088e+20 4302.5363558180552 0.35077990190570013 1.4803079175271314e+18 " " c 2.1012226640924836
-5091068649.1753101 2.1889993950079889 -5.0399693023598806e+51 -2.3649197966708905e+33 355686491.49378628 2.5289403153738898e+20 4304.7050594806851 0.35077839343260314 1.4870755233496143e+18 " " c 2.1007081157136871
-5077309004.177536 2.1793281535600766 -5.011298638346081e+51 -2.3456836974309929e+33 355927678.0141198 2.5325440433430374e+20 4306.8640295556352 0.35077689248215937 1.4938474759414113e+18 " " c 2.100194530173527
-5063549359.1797619 2.1697043885639449 -4.9826390529424578e+51 -2.3265420288536862e+33 356168199.96798122 2.5361396394989312e+20 4309.0132830538259 0.35077539902326138 1.500623599567798e+18 " " c 2.0996819129967856
-5049789714.1819878 2.1601280320301655 -4.9539915443485836e+51 -2.3074946557079986e+33 356408056.30568248 2.5397270701260997e+20 4311.1528370320511 0.35077391302502481 1.5074037178128622e+18 " " c 2.0991702697178236
-5036030069.1842136 2.1505990153670846 -4.9253571107095806e+51 -2.2885414415651316e+33 356647245.9758845 2.543306301542378e+20 4313.2827085916942 0.35077243445678735 1.5141876535834657e+18 " " c 2.0986596058768998
-5022270424.1864395 2.1411172693834679 -4.896736750034529e+51 -2.2696822488037177e+33 356885767.9255302 2.5468773000979484e+20 4315.4029148774425 0.35077096328810742 1.5209752291132938e+18 " " c 2.0981499270223654
-5008510779.1886654 2.1316827242911405 -4.8681314601148619e+51 -2.2509169386150786e+33 357123621.09977657 2.5504400321743582e+20 4317.5134730760037 0.3507694994887634 1.5277662659668022e+18 " " c 2.0976412387119558
-4994751134.1908913 2.1222953097076331 -4.8395422384427482e+51 -2.2322453710084827e+33 357360804.44192559 2.5539944641835211e+20 4319.6144004147918 0.35076804302875236 1.5345605850431805e+18 " " c 2.0971335465098879
-4980991489.1931171 2.1129549546588242 -4.8109700821294776e+51 -2.2136674048164016e+33 357597316.89335406 2.5575405625666955e+20 4321.7057141606401 0.35076659387828935 1.5413580065802143e+18 " " c 2.096626855989153
-4967231844.195343 2.1036615875815814 -4.782415987823853e+51 -2.1951828976997661e+33 357833157.39344251 2.5610782937934437e+20 4323.787431618478 0.35076515200780611 1.5481583501581435e+18 " " c 2.0961211727308355
-4953472199.1975689 2.0944151363264059 -4.7538809516305976e+51 -2.1767917061532207e+33 358068324.87950283 2.5646076243605707e+20 4325.8595701300228 0.35076371738795031 1.5549614347035297e+18 " " c 2.0956165023240589
-4939712554.1997948 2.0852155281600688 -4.7253659690287896e+51 -2.1584936855103768e+33 358302818.28670478 2.5681285207910407e+20 4327.9221470724551 0.35076228998958431 1.5617670784929853e+18 " " c 2.0951128503673675
-4925952909.2020206 2.0760626897682579 -4.6968720347903301e+51 -2.1402886899490645e+33 358536636.54800129 2.571640949632872e+20 4329.9751798570851 0.35076086978378451 1.5685750991569101e+18 " " c 2.0946102224679941
-4912193264.2042465 2.0669565472582114 -4.6684001428984505e+51 -2.1221765724965833e+33 358769778.59405273 2.5751448774580113e+20 4332.0186859280211 0.35075945674184028 1.5753853136831972e+18 " " c 2.0941086242395368
-4898433619.2064724 2.0578970261613621 -4.639951286466271e+51 -2.1041571850349494e+33 359002243.35314995 2.5786402708611845e+20 4334.0526827608246 0.35075805083525308 1.5821975384208842e+18 " " c 2.0936080613073762
-4884673974.2086983 2.0488840514359685 -4.6115264576554179e+51 -2.0862303783061418e+33 359234029.75113595 2.5821270964587269e+20 4336.0771878611622 0.35075665203573531 1.589011589083733e+18 " " c 2.0931085393039517
-4870914329.2109241 2.0399175474697571 -4.5831266475947085e+51 -2.0683960019173469e+33 359465136.71132642 2.5856053208873881e+20 4338.0922187634433 0.35075526031520976 1.5958272807537761e+18 " " c 2.0926100638711573
-4857154684.21315 2.0309974380825535 -4.554752846298907e+51 -2.0506539043461992e+33 359695563.15442896 2.5890749108031147e+20 4340.0977930294639 0.35075387564580868 1.60264442788481e+18 " " c 2.0921126406600079
-4843395039.2153759 2.022123646528919 -4.526406042587567e+51 -2.0330039329460197e+33 359925307.99846113 2.5925358328798111e+20 4342.093928247029 0.35075249799987257 1.6094628443058778e+18 " " c 2.091616275331722
-4829635394.2176018 2.0132960955007801 -4.4980872240039645e+51 -2.0154459339510521e+33 360154370.15866685 2.5959880538080726e+20 4344.0806420285744 0.35075112734994984 1.616282343224587e+18 " " c 2.0911209735555216
-4815875749.2198277 2.0045147071300633 -4.4697973767341295e+51 -1.9979797524816955e+33 360382748.54743189 2.5994315402938981e+20 4346.0579520097845 0.35074976366879557 1.6231027372305121e+18 " " c 2.0906267410109973
-4802116104.2220535 1.9957794029913192 -4.4415374855259834e+51 -1.980605232549734e+33 360610442.07419765 2.602866259057375e+20 4348.0258758481905 0.35074840692937093 1.6299238382984399e+18 " " c 2.0901335833873884
-4788356459.2242794 1.9870901041043552 -4.4133085336085969e+51 -1.9633222170635622e+33 360837449.64537364 2.6062921768313409e+20 4349.9844312217792 0.35074705710484211 1.6367454577915784e+18 " " c 2.0896415063841567
-4774596814.2265053 1.978446730936857 -4.3851115026115664e+51 -1.9461305478334086e+33 361063770.16424853 2.6097092603600182e+20 4351.9336358275759 0.35074571416858003 1.6435674064647473e+18 " " c 2.0891505157091133
-4760837169.2287312 1.9698492034070152 -4.356947372484523e+51 -1.9290300655765535e+33 361289402.53089988 2.6131174763976232e+20 4353.8735073802218 0.35074437809415887 1.6503894944674299e+18 " " c 2.0886606170829114
-4747077524.230957 1.9612974408861459 -4.328817121416784e+51 -1.9120206099225441e+33 361514345.64210206 2.61651679170695e+20 4355.8040636105561 0.35074304885535607 1.6572115313468347e+18 " " c 2.088171816233853
-4733317879.2331829 1.9527913622013102 -4.3007217257571483e+51 -1.8951020194184058e+33 361738598.39123303 2.619907173057925e+20 4357.7253222641793 0.35074172642615092 1.6640333260508582e+18 " " c 2.087684118902204
-4719558234.2354088 1.9443308856379322 -4.2726621599338487e+51 -1.8782741315338475e+33 361962159.66817927 2.6232885872261356e+20 4359.6373011000078 0.35074041078072427 1.6708546869309404e+18 " " c 2.0871975308381723
-4705798589.2376347 1.9359159289424155 -4.2446393963746675e+51 -1.8615367826664643e+33 362185028.35923934 2.6266610009913308e+20 4361.5400178888176 0.35073910189345764 1.6776754217449649e+18 " " c 2.0867120578043883
-4692038944.2398605 1.9275464093247532 -4.2166544054272219e+51 -1.8448898081469339e+33 362407203.34702557 2.6300243811358933e+20 4363.4334904117886 0.35073779973893254 1.6844953376599404e+18 " " c 2.086227705571428
-4678279299.2420864 1.9192222434611415 -4.1887081552794292e+51 -1.8283330422442103e+33 362628683.51036459 2.6333786944432826e+20 4365.3177364590338 0.35073650429192982 1.6913142412547116e+18 " " c 2.0857444799234872
-4664519654.2443123 1.9109433474965862 -4.160801611880158e+51 -1.81186631817071e+33 362849467.7241956 2.6367239076964493e+20 4367.1927738281156 0.35073521552742903 1.6981319385225684e+18 " " c 2.085262386654537
-4650760009.2465382 1.9027096370475085 -4.1329357388600747e+51 -1.7954894680874945e+33 363069554.85946739 2.6400599876762183e+20 4369.0586203225548 0.35073393342060766 1.7049482348737746e+18 " " c 2.0847814315717303
-4637000364.248764 1.8945210272043476 -4.1051114974526902e+51 -1.7792023231094475e+33 363288943.78303331 2.6433869011596427e+20 4370.9152937503341 0.35073265794684066 1.7117629351379942e+18 " " c 2.0843016204917215
-4623240719.2509899 1.8863774325341609 -4.0773298464156153e+51 -1.7630047133104462e+33 363507633.35754466 2.6467046149183262e+20 4372.7628119223909 0.35073138908169971 1.7185758435666898e+18 " " c 2.0838229592446749
-4609481074.2532158 1.8782787670832213 -4.0495917419520351e+51 -1.7468964677285272e+33 363725622.44134223 2.6500130957167146e+20 4374.6011926510928 0.35073012680095267 1.7253867638353618e+18 " " c 2.0833454536728984
-4595721429.2554417 1.8702249443796108 -4.021898137632407e+51 -1.7308774143710459e+33 363942909.88834584 2.653312310310354e+20 4376.4304537487105 0.350728871080563 1.7321954990457782e+18 " " c 2.0828691096291534
-4581961784.2576675 1.8622158774358122 -3.994249984316391e+51 -1.7149473802198306e+33 364159494.54794216 2.6566022254441172e+20 4378.2506130258726 0.35072762189668916 1.7390018517280919e+18 " " c 2.082393932980398
-4568202139.2598934 1.8542514787512971 -3.9666482300750163e+51 -1.6991061912363301e+33 364375375.26487064 2.6598828078503965e+20 4380.0616882900185 0.350726379225684 1.7458056238428032e+18 " " c 2.0819199296058359
-4554442494.2621193 1.846331660315111 -3.9390938201130991e+51 -1.6833536723667559e+33 364590550.87910718 2.6631540242472622e+20 4381.8636973438333 0.35072514304409447 1.7526066167827681e+18 " " c 2.0814471053961356
-4540682849.2643452 1.8384563336084545 -3.9115876966919116e+51 -1.6676896475472158e+33 364805020.22574615 2.6664158413365877e+20 4383.6566579836744 0.35072391332866076 1.7594046313749402e+18 " " c 2.0809754662573581
-4526923204.266571 1.8306254096072614 -3.8841307990521103e+51 -1.6521139397088432e+33 365018782.13488013 2.6696682258021374e+20 4385.4405879979822 0.35072269005631607 1.7661994678821601e+18 " " c 2.0805050181078903
-4513163559.2687969 1.8228387987847752 -3.8567240633369377e+51 -1.6366263707829182e+33 365231835.43147749 2.6729111443076212e+20 4387.2155051656882 0.35072147320418606 1.7729909260047936e+18 " " c 2.0800357668790226
-4499403914.2710228 1.8150964111141186 -3.8293684225156955e+51 -1.6212267617059818e+33 365444178.93525815 2.6761445634947101e+20 4388.9814272546027 0.35072026274958829 1.7797788048822244e+18 " " c 2.0795677185168007
-4485644269.2732487 1.8073981560708618 -3.8020648063075005e+51 -1.6059149324249442e+33 365655811.46056682 2.679368449981016e+20 4390.7383720197877 0.35071905867003178 1.7865629030943263e+18 " " c 2.0791008789796761
-4471884624.2754745 1.7997439426355877 -3.7748141411053334e+51 -1.5906907019021842e+33 365866731.81624424 2.6825827703580321e+20 4392.4863572019276 0.35071786094321677 1.7933430186627484e+18 " " c 2.0786352542427684
-4458124979.2777004 1.7921336792964513 -3.7476173499003797e+51 -1.5755538881206417e+33 366076938.80549592 2.6857874911890368e+20 4394.2254005256818 0.35071666954703407 1.8001189490521562e+18 " " c 2.0781708502929193
-4444365334.2799263 1.7845672740517364 -3.7204753522066778e+51 -1.5605043080889035e+33 366286431.22575879 2.6889825790069555e+20 4395.9555196980145 0.35071548445956474 1.8068904911713014e+18 " " c 2.0777076731340167
-4430605689.2821522 1.7770446344124085 -3.6933890639860766e+51 -1.5455417778462806e+33 366495207.86856526 2.692168000312184e+20 4397.6767324065331 0.35071430565907985 1.8136574413740526e+18 " " c 2.077245728785245
-4416846044.2843781 1.7695656674046645 -3.6663593975735088e+51 -1.5306661124678776e+33 366703267.51940495 2.6953437215703702e+20 4399.3890563177883 0.35071313312403984 1.8204195954602132e+18 " " c 2.0767850232775875
-4403086399.2866039 1.7621302795724758 -3.6393872616025906e+51 -1.5158771260696544e+33 366910608.95758408 2.6985097092101535e+20 4401.0925090755763 0.35071196683309441 1.8271767486763182e+18 " " c 2.0763255626615824
-4389326754.2888298 1.7547383769801304 -3.6124735609315498e+51 -1.5011746318134794e+33 367117230.95608199 2.7016659296208621e+20 4402.7871082992187 0.35071080676508221 1.8339286957162363e+18 " " c 2.0758673530020277
-4375567109.2910557 1.7473898652147684 -3.5856191965694937e+51 -1.4865584419121746e+33 367323132.28140527 2.7048123491501664e+20 4404.4728715818364 0.35070965289903028 1.8406752307216763e+18 " " c 2.0754104003782308
-4361807464.2932816 1.7400846493889155 -3.5588250656030196e+51 -1.472028367634553e+33 367528311.69343942 2.7079489341016883e+20 4406.1498164885888 0.35070850521415403 1.8474161472825656e+18 " " c 2.0749547108891635
-4348047819.2955074 1.7328226341430095 -3.5320920611231765e+51 -1.4575842193104459e+33 367732767.94529736 2.7110756507325642e+20 4407.817960554923 0.35070736368985689 1.8541512384372641e+18 " " c 2.0745002906483823
-4334288174.2977333 1.7256037236479247 -3.5054210721527827e+51 -1.4432258063357224e+33 367936499.78316557 2.714192465250963e+20 4409.4773212847922 0.35070622830572995 1.8608802966727516e+18 " " c 2.074047145786591
-4320528529.2999592 1.7184278216074911 -3.4788129835741095e+51 -1.4289529371772998e+33 368139505.9461472 2.7172993438135553e+20 4411.1279161488528 0.35070509904155184 1.867603113924502e+18 " " c 2.0735952824520796
-4306768884.3021851 1.7112948312610083 -3.4522686760569317e+51 -1.4147654193781456e+33 368341785.16610241 2.7203962525229364e+20 4412.7697625826595 0.35070397587728858 1.8743194815763727e+18 " " c 2.0731447068110862
-4293009239.3044109 1.7042046553857566 -3.4257890259869564e+51 -1.4006630595622697e+33 368543336.16748559 2.7234831574249977e+20 4414.4028779848331 0.35070285879309332 1.8810291904602852e+18 " " c 2.0726954250469851
-4279249594.3066368 1.6971571962995009 -3.3993749053946336e+51 -1.3866456634397071e+33 368744157.66717982 2.72656002450625e+20 4416.0272797152147 0.35070174776930602 1.8877320308557747e+18 " " c 2.0722474433630382
-4265489949.3088627 1.6901523558629923 -3.3730271818843549e+51 -1.3727130358114919e+33 368944248.37432784 2.729626819691094e+20 4417.642985092999 0.35070064278645358 1.8944277924893304e+18 " " c 2.0718007679794535
-4251730304.3110886 1.6831900354824643 -3.3467467185640472e+51 -1.3588649805746216e+33 369143606.99016041 2.7326835088390393e+20 4419.250011394849 0.35069954382524948 1.9011162645337075e+18 " " c 2.0713554051367975
-4237970659.3133144 1.6762701361121224 -3.3205343739751689e+51 -1.3451013007270116e+33 369342232.20782083 2.7357300577418691e+20 4420.848375853001 0.3506984508665939 1.9077972356069719e+18 " " c 2.0709113610939838
-4224211014.3155403 1.6693925582566311 -3.2943910020231104e+51 -1.3314217983724393e+33 369540122.71218681 2.7387664321207511e+20 4422.4380956533341 0.35069736389157347 1.914470493771415e+18 " " c 2.0704686421301863
-4210451369.3177662 1.6625572019735946 -3.2683174519080089e+51 -1.3178262747254798e+33 369737277.17968827 2.7417925976232916e+20 4424.0191879334361 0.35069628288146104 1.9211358265323003e+18 " " c 2.0700272545441307
-4196691724.3199921 1.6557639668760331 -3.242314568055981e+51 -1.3043145301164298e+33 369933694.27812237 2.7448085198205334e+20 4425.5916697806333 0.35069520781771613 1.9277930208365187e+18 " " c 2.0695872046562682
-4182932079.3222179 1.6490127521348534 -3.2163831900507803e+51 -1.2908863639962233e+33 370129372.66646439 2.7478141642038955e+20 4427.1555582300198 0.3506941386819844 1.9344418630709135e+18 " " c 2.069148498807083
-4169172434.3244438 1.6423034564813144 -3.1905241525658857e+51 -1.2775415749413343e+33 370324310.99467546 2.7508094961820526e+20 4428.7108702624437 0.35069307545609807 1.9410821390606034e+18 " " c 2.068711143357306
-4155412789.3266697 1.6356359782094883 -3.1647382852970243e+51 -1.2642799606586719e+33 370518507.90350646 2.7537944810777536e+20 4430.2576228024855 0.35069201812207546 1.9477136340670067e+18 " " c 2.0682751446920591
-4141653144.3288956 1.6290102151787145 -3.1390264128951376e+51 -1.2511013179904632e+33 370711962.02429789 2.7567690841245798e+20 4431.7958327164088 0.35069096666212163 1.954336132785727e+18 " " c 2.0678405092159888
-4127893499.3311214 1.6224260648160511 -3.1133893548997927e+51 -1.2380054429191259e+33 370904671.97877634 2.7597332704636364e+20 4433.3255168100914 0.3506899210586279 1.9609494193442488e+18 " " c 2.0674072433572199
-4114133854.3333473 1.6158834241187181 -3.0878279256730481e+51 -1.2249921305721304e+33 371096636.37884647 2.7626870051401823e+20 4434.8466918269323 0.35068888129417231 1.9675532772994529e+18 " " c 2.0669753535681257
-4100374209.3355732 1.6093821896565361 -3.0623429343337758e+51 -1.2120611752268505e+33 371287853.82637942 2.7656302531001913e+20 4436.3593744457266 0.3506878473515197 1.9741474896348879e+18 " " c 2.0665448463224103
-4086614564.3377991 1.6029222575743607 -3.0369351846924483e+51 -1.1992123703154035e+33 371478322.91299677 2.7685629791868459e+20 4437.8635812785278 0.35068681921362155 1.9807318387579215e+18 " " c 2.0661157281185063
-4072854919.3400249 1.5965035235945093 -3.011605475186393e+51 -1.1864455084294793e+33 371668042.21985036 2.7714851481369628e+20 4439.3593288684788 0.35068579686361656 1.987306106496619e+18 " " c 2.065688005479323
-4059095274.3422508 1.5901258830191842 -2.9863545988155222e+51 -1.1737603813251575e+33 371857010.31739777 2.7743967245773455e+20 4440.8466336876163 0.35068478028483063 1.9938700740964293e+18 " " c 2.0652616849531347
-4045335629.3444767 1.5837892307328878 -2.9611833430785392e+51 -1.161156779927714e+33 372045225.76517326 2.7772976730210661e+20 4442.3255121346492 0.35068376946077706 2.000423522216674e+18 " " c 2.0648367731130697
-4031575984.3467026 1.5774934612048346 -2.9360924899096325e+51 -1.148634494336416e+33 372232687.11155427 2.7801879578636717e+20 4443.7959805327146 0.35068276437515683 2.006966230926818e+18 " " c 2.0644132765573917
-4017816339.3489285 1.5712384684913547 -2.9110828156156565e+51 -1.1361933138293049e+33 372419392.89352328 2.7830675433793149e+20 4445.2580551270921 0.35068176501185899 2.0134979797024604e+18 " " c 2.0639912019119815
-4004056694.3511543 1.5650241462382946 -2.8861550908138061e+51 -1.1238330268679678e+33 372605341.63642472 2.7859363937168071e+20 4446.7117520829079 0.35068077135496079 2.0200185474211901e+18 " " c 2.0635705558283646
-3990297049.3533802 1.5588503876834074 -2.8613100803697936e+51 -1.1115534211022976e+33 372790531.85371721 2.7887944728955919e+20 4448.1570874827921 0.35067978338872807 2.0265277123581696e+18 " " c 2.0631513449867578
-3976537404.3556061 1.5527170856587436 -2.8365485433365258e+51 -1.0993542833752409e+33 372974962.04672056 2.7916417448016373e+20 4449.5940773245256 0.35067880109761568 2.0330252521813827e+18 " " c 2.0627335760950642
-3962777759.357832 1.5466241325930286 -2.8118712328932915e+51 -1.0872353997275337e+33 373158630.70435786 2.7944781731832447e+20 4451.0227375186296 0.35067782446626788 2.0395109439468283e+18 " " c 2.0623172558882739
-3949018114.3600578 1.5405714205140399 -2.7872788962854629e+51 -1.0751965554024252e+33 373341536.30289221 2.7973037216467721e+20 4452.4430838859444 0.35067685347951855 2.0459845640932695e+18 " " c 2.0619023911330654
-3935258469.3622837 1.5345588410509752 -2.7627722747647141e+51 -1.0632375348503898e+33 373523677.30565798 2.8001183536522704e+20 4453.855132155174 0.35067588812239181 2.0524458884369088e+18 " " c 2.0614889886230756
-3921498824.3645096 1.5285862854368153 -2.7383521035297622e+51 -1.0513581217338259e+33 373705052.1627869 2.8029220325090309e+20 4455.2588979603825 0.35067492838010261 2.0588946921655926e+18 " " c 2.0610770551847786
-3907739179.3667355 1.5226536445106804 -2.7140191116676367e+51 -1.0395580989317433e+33 373885659.31092799 2.8057147213710406e+20 4456.6543968384685 0.35067397423805691 2.0653307498329605e+18 " " c 2.060666597672328
-3893979534.3689613 1.5167608087201798 -2.6897740220954782e+51 -1.0278372485444378e+33 374065497.17296213 2.8084963832323437e+20 4458.0416442266069 0.35067302568185255 2.0717538353521871e+18 " " c 2.0602576229758545
-3880219889.3711872 1.5109076681237568 -2.6656175515028757e+51 -1.0161953518981523e+33 374244564.15771043 2.8112669809223077e+20 4459.4206554596376 0.35067208269727951 2.0781637219894577e+18 " " c 2.0598501380139882
-3866460244.3734131 1.505094112393025 -2.6415504102947412e+51 -1.0046321895497269e+33 374422858.65963674 2.8140264771007919e+20 4460.7914457674415 0.35067114527032089 2.0845601823572209e+18 " " c 2.0594441497389653
-3852700599.375639 1.4993200308151005 -2.617573302534732e+51 -9.9314754129123487e+32 374600379.0585438 2.8167748342532139e+20 4462.1540302722515 0.35067021338715321 2.0909429884070554e+18 " " c 2.059039665138731
-3838940954.3778648 1.4935853122949252 -2.5936869258892173e+51 -9.8174118615460642e+32 374777123.7192629 2.819512014685514e+20 4463.5084239859452 0.35066928703414713 2.0973119114223258e+18 " " c 2.0586366912325573
-3825181309.3800907 1.4878898453575862 -2.569891971571802e+51 -9.7041290241623916e+32 374953090.9913373 2.8222379805190134e+20 4464.8546418072901 0.3506683661978684 2.1036667220104689e+18 " " c 2.0582352350763196
-3811421664.3823166 1.4822335181506263 -2.5461891242884035e+51 -9.5916246760159601e+32 375128279.20869863 2.8249526936851651e+20 4466.1926985191385 0.35066745086507833 2.1100071900949896e+18 " " c 2.0578353037616099
-3797662019.3845425 1.4766162184463496 -2.5225790621828913e+51 -9.479896584897894e+32 375302686.68933654 2.8276561159201931e+20 4467.5226087856008 0.35066654102273476 2.1163330849071252e+18 " " c 2.0574369044155389
-3783902374.3867683 1.471037833644119 -2.4990624567832902e+51 -9.3689425111815274e+32 375476311.73496133 2.8303482087596186e+20 4468.8443871491463 0.35066563665799272 2.122644174977205e+18 " " c 2.0570400442033079
-3770142729.3889942 1.4654982507726486 -2.4756399729485511e+51 -9.258760207867983e+32 375649152.63065928 2.8330289335326694e+20 4470.1580480276934 0.35066473775820539 2.1289402281255985e+18 " " c 2.0566447303266506
-3756383084.3912201 1.4599973564922886 -2.4523122688158963e+51 -9.1493474206316183e+32 375821207.64454055 2.8356982513565699e+20 4471.4636057116195 0.35066384431092501 2.1352210114534564e+18 " " c 2.056250970027715
-3742623439.393446 1.454535037097302 -2.4290799957487369e+51 -9.0407018878653359e+32 375992475.02737957 2.8383561231307096e+20 4472.7610743607456 0.35066295630390359 2.1414862913329462e+18 " " c 2.0558587705871658
-3728863794.3956718 1.4491111785181379 -2.4059437982851728e+51 -8.9328213407257628e+32 376162953.01224744 2.8410025095306845e+20 4474.0504680012691 0.35066207372509428 2.1477358333971832e+18 " " c 2.055468139327393
-3715104149.3978977 1.4437256663236946 -2.3829043140870733e+51 -8.8257035031782877e+32 376332639.81413645 2.8436373710022119e+20 4475.3318005226392 0.35066119656265204 2.1539694025298596e+18 " " c 2.0550790836106976
-3701344504.4001236 1.4383783857235779 -2.3599621738897449e+51 -8.7193460920419641e+32 376501533.62957633 2.8462606677549118e+20 4476.6050856743868 0.35066032480493481 2.160186762854379e+18 " " c 2.0546916108403726
-3687584859.4023495 1.4330692215703507 -2.3371180014521895e+51 -8.613746817034276e+32 376669632.63624221 2.8488723597559536e+20 4477.8703370628973 0.35065945844050467 2.166387677722654e+18 " " c 2.0543057284655091
-3673825214.4045753 1.427798058361778 -2.3143724135079535e+51 -8.5089033808157654e+32 376836934.99255371 2.851472406723564e+20 4479.1275681481329 0.350658597458129 2.1725719097035771e+18 " " c 2.0539214439782629
-3660065569.4068012 1.4225647802430628 -2.2917260197165756e+51 -8.4048134790345179e+32 377003438.83726513 2.8540607681203929e+20 4480.3767922403003 0.35065774184678139 2.1787392205708756e+18 " " c 2.0535387649135854
-3646305924.4090271 1.4173692710090755 -2.2691794226156326e+51 -8.3014748003705132e+32 377169142.28904688 2.8566374031467328e+20 4481.6180224964555 0.35065689159564328 2.184889371290826e+18 " " c 2.0531576988548284
-3632546279.411253 1.4122114141065776 -2.2467332175733885e+51 -8.1988850265798276e+32 377334043.44605708 2.8592022707335882e+20 4482.8512719170503 0.35065604669410505 2.1910221220093056e+18 " " c 2.0527782534315673
