r Qm L_r M_r T P rho kap eps clim rcf dlPdlT 
-1761234559.7139654 1.0072333953898172 -2.6422440678592245e+50 -1.4387223430346172e+31 390793964.75811082 3.0708315930896912e+20 4576.7405481681199 0.35059102342672699 2.7342552593234775e+18 " " c 2.0211187475222152
-1747474914.7161911 1.006010441603806 -2.5757283616649209e+50 -1.1954768349970115e+31 390805299.31670105 3.0710116090557019e+20 4576.8138546265973 0.35059097179028398 2.7347490176073001e+18 " " c 2.0210936023253931
-1733715269.7184167 1.0048065909410364 -2.5102408433946663e+50 -9.5603093817213804e+30 390814703.48131019 3.07116096860666e+20 4576.8746687256898 0.35059092895185701 2.7351587309940792e+18 " " c 2.0210731733780349
-1719955624.7206423 1.0036216965596778 -2.4457758633230426e+50 -7.2035544571990482e+30 390822147.62539864 3.071279199975192e+20 4576.9228030962295 0.35059089504427216 2.7354830821432223e+18 " " c 2.0210575340712125
-1706195979.722868 1.0024556115046397 -2.3823276975102856e+50 -4.8842112827281879e+30 390827601.17239946 3.0713658165414094e+20 4576.958063417107 0.350590870205092 2.7357207174217677e+18 " " c 2.0210467599931143
-1692436334.7250936 1.0013081887087232 -2.3198905482089884e+50 -2.601987341650401e+30 390831032.55702198 3.0714203162309545e+20 4576.9802481211982 0.35059085457681355 2.7358702454948296e+18 " " c 2.0210409279541741
-1678676689.7273192 1.0001792809937666 -2.2584585442757251e+50 -3.5658989660165022e+29 390832409.18465137 3.0714421808836746e+20 4576.9891480861088 0.3505908483070766 2.7359302358512031e+18 " " c 2.0210401308269748
-1664917044.7295449 0.99906874107178356 -2.1980257415875659e+50 1.8522740082225526e+30 390831697.38873422 3.0714308755912471e+20 4576.984546308825 0.3505908515488832 2.7358992172605993e+18 " " c 2.0210444272213501
-1651157399.7317705 0.99797642154609623 -2.1385861234634485e+50 4.0248975448145309e+30 390828862.38603222 3.0713858480019492e+20 4576.9662175632775 0.35059086446082766 2.7357756761588762e+18 " " c 2.0210539200276778
-1637397754.7339962 0.99690217491246136 -2.0801336010903728e+50 6.1615740991143216e+30 390823868.22961879 3.0713065275906615e+20 4576.9339280397735 0.35059088720733983 2.7355580549572045e+18 " " c 2.0210686943124712
-1623638109.7362218 0.99584585356019006 -2.0226620139543892e+50 8.2625972687819835e+30 390816677.75948441 3.0711923248920592e+20 4576.8874349651687 0.35059091995894043 2.7352447502709908e+18 " " c 2.0210888410820975
-1609878464.7384474 0.99480730977326182 -1.9661651302763436e+50 1.0328260860982259e+31 390807252.55060786 3.0710426306948045e+20 4576.8264862025444 0.35059096289251035 2.7348341110643359e+18 " " c 2.021114454512265
-1596118819.7406731 0.99378639573143213 -1.9106366474523521e+50 1.2358858890181527e+31 390795552.85833973 3.0708568151944095e+20 4576.7508198291507 0.35059101619157473 2.7343244367050235e+18 " " c 2.0211456320156325
-1582359174.7428987 0.99278296351133388 -1.8560701924989668e+50 1.4354685575956952e+31 390781537.5609352 3.0706342271022714e+20 4576.6601636911446 0.35059108004660233 2.7337139749250867e+18 " " c 2.0211824742225248
-1568599529.7451243 0.99179686508757281 -1.8024593225030033e+50 1.6316035340817789e+31 390765164.0990606 3.0703741927082177e+20 4576.5542349337111 0.35059115465532137 2.7330009196817116e+18 " " c 2.0212250851538052
-1554839884.74735 0.9908279523338166 -1.7497975250759977e+50 1.8243202808038739e+31 390746388.41208589 3.0700760148937022e+20 4576.4327395049022 0.35059124022305288 2.7321834089126789e+18 " " c 2.0212735723957849
-1541080239.7495756 0.9898760770238787 -1.6980782188132586e+50 2.0136482799505312e+31 390725164.87096262 3.0697389720925936e+20 4576.2953716315023 0.35059133696306322 2.7312595221802271e+18 " " c 2.0213280472456043
-1527320594.7518013 0.9889410908327948 -1.6472947537574814e+50 2.1996170333571109e+31 390701446.20747149 3.0693623171962877e+20 4576.1418132650506 0.35059144509693591 2.7302272781969019e+18 " " c 2.021388624820541
-1513560949.7540269 0.98802284533789497 -1.5974404118668955e+50 2.3822560622926939e+31 390675183.43960834 3.0689452763996252e+20 4575.9717334960442 0.35059156485496518 2.7290846322265754e+18 " " c 2.0290031982988044
-825578699.86531186 0.96315122848768187 -2.8184991395587446e+49 7.3292206538000799e+31 384569871.69020605 2.9724161433114712e+20 4534.987562417341 0.35062014755978477 2.4724400932000696e+18 " " c 1.9191389420201854
-137596449.97659683 0.95987530759172623 -7.7631833345410358e+46 7.9808013200056486e+31 255181040.04296291 1.3528804743308819e+20 3517.570538989934 0.35208294125550205 1.4179439167799982e+17 " " c 1.9824078191325674
550385799.9121182 0.95945404663367695 -4.0253429830625629e+38 8.0645901245616482e+31 42010803.41402813 3.7850171264138798e+18 647.73582008838355 0.61291496275993551 299809953.10276008 " " c 2.4770256185029691
1238368049.8008332 0.95751445060713414 -3.2713130384707833e+36 8.4503757742410216e+31 29474728.064137314 1.5733520590883062e+18 384.09949150031531 0.92911905730211419 953572.22693681798 " " c 2.4951353754798733
1926350299.6895483 0.95354690887500204 -5.1684651506915875e+35 9.2395198247620865e+31 25071631.260725942 1.050750725668959e+18 301.64657587664783 1.1789589785203596 55913.145058838505 " " c 2.4972329361604073
2614332549.5782633 0.9469660396490801 -1.7494967146775998e+35 1.0548454713797964e+32 22647026.450168245 8.1506719227739622e+17 259.07287578308927 1.3886448017581001 9011.1782704540456 " " c 2.4978286270743237
3302314799.4669781 0.93729447197133375 -7.9848323901719415e+34 1.2472129524901711e+32 20971807.640516166 6.7270952721539034e+17 230.92449528786611 1.58167824116739 2312.9746087763988 " " c 2.4981223619934454
3990297049.3556929 0.9241762234172638 -4.3103325528859671e+34 1.5081349162306229e+32 19644109.320437212 5.7131036301633261e+17 209.38594927348981 1.7740525262905058 777.77372544983405 " " c 2.4983201018361449
4678279299.2444077 0.90738471573980506 -2.5948730923419462e+34 1.8421180039352777e+32 18496361.321064129 4.9153100796220262e+17 191.33617518892802 1.9776769603791677 319.94427028194906 " " c 2.4984766219682424
5366261549.1331224 0.88682647116473168 -1.6641625709577579e+34 2.2510214885334873e+32 17448202.914941382 4.2486457612421376e+17 175.32916872318833 2.2028184981101915 156.89257489024257 " " c 2.4986112071546307
6054243799.0218372 0.86254018570971736 -1.0882559709402696e+34 2.7340757062337222e+32 16457829.88124397 3.6714737838921242e+17 160.63578391896118 2.4596658259638464 88.985533617257943 " " c 2.4987320549915295
6742226048.910552 0.83469129625877514 -6.952584487428459e+33 3.2879901174129636e+32 15502626.606011305 3.1619511160081165e+17 146.87338295913295 2.7594950389585624 55.725498394952346 " " c 2.4988430823956889
7430208298.7992668 0.80356242576621839 -4.1271715962380145e+33 3.9071433515099177e+32 14570369.961198002 2.7080055102522096e+17 133.84125249272606 3.1157504881923468 36.737865259169922 " " c 2.4989462527360855
8118190548.6879816 0.7695402706608333 -2.0716766143318808e+33 4.5838440165560263e+32 13654813.437108543 2.3025932245984042e+17 121.43934218258813 3.5452608754418029 24.608487188440588 " " c 2.4990425140975052
8806172798.5766964 0.73309961664433843 -5.989654134431958e+32 5.3086486249441092e+32 12753286.065444456 1.9412722711892979e+17 109.62470143949741 4.0697949349107558 16.380151477163331 * c -99.0
9494155048.4654121 0.69614165891714219 5.2108888446574183e+32 6.0437424041380425e+32 12772283.747196024 1.6327248644281587e+17 92.057514648429958 3.5401980210719386 13.808438688086335 " " c 8.2443991070919971
10182137298.354128 0.65979832653865711 1.4130866541454787e+33 6.7666112851461102e+32 12510122.703731352 1.3761183828992909e+17 79.212293962516469 3.3697591513094078 10.822996207302708 " " c 5.5792349401755228
10870119548.242844 0.623826383524267 2.0932774968418956e+33 7.4820932317023298e+32 12133266.781820793 1.1602250265007667e+17 68.857808021582485 3.3348059771761198 8.2090023284653899 " " c 4.770553955853944
11558101798.131559 0.58826572174031777 2.5984733048375972e+33 8.1893947945850799e+32 11705806.881646287 97776437931662896.0 60.147257776853543 3.3680258245851138 6.1111515079119174 " " c 4.4140533395382118
12246084048.020275 0.55325244398756834 2.9665202990012728e+33 8.8858088890872673e+32 11258646.762078103 82332212478749568.0 52.657852900003732 3.4410325591223434 4.4937245264329677 " " c 4.2364073078698974
12934066297.908991 0.51895351057086581 3.2304772956750342e+33 9.5680146747454809e+32 10808386.349955229 69259293231651632.0 46.141815246289745 3.5393161232214752 3.274771845371371 " " c 4.1466791108590124
13622048547.797707 0.48553715706655565 3.417252192986101e+33 1.0232665945946209e+33 10364411.882544722 58202458897224120.0 40.436431058203709 3.6544629606390502 2.3697019484576973 " " c 4.1055162813156834
14310030797.686422 0.45315778525530248 3.5478539219434366e+33 1.0876691651272034e+33 9932100.6158086918 48862388717434976.0 35.424909811463792 3.7811629652151284 1.7048746869539062 " " c 4.0929206684835782
14998013047.575138 0.42194812891250777 3.6382117873987777e+33 1.1497451715930221e+33 9514461.0156248473 40983911305492760.0 31.017265568414782 3.9158766009414969 1.2205584994932825 " " c 4.0975939386502214
15685995297.463854 0.39201565662551996 3.7001302894408911e+33 1.209280858971841e+33 9113049.384921601 34348243266119260.0 27.140270948652976 4.0561689084856747 0.87010505633904167 " " c 4.1126904274313194
16373977547.35257 0.36344165381854143 3.7421932302843415e+33 1.2661145505549212e+33 8728514.9481129609 28767434377416200.0 23.731930740115434 4.2003414787417634 0.61793685064422987 " " c 4.1338774559417777
17061959797.241285 0.33628204069663215 3.7705424606822095e+33 1.3201350210543987e+33 8360937.9213003982 24080091783513336.0 20.738348241257391 4.3472098493641838 0.43736180811008735 " " c 4.1583477781674718
17749942047.130001 0.31056928536209916 3.7895113363125241e+33 1.3712776914147848e+33 8010044.7996651744 20147885707817284.0 18.11190128351647 4.4959581891966849 0.30859717995340641 " " c 4.1842688604291087
18437924297.018715 0.28631495140105734 3.802119750387734e+33 1.4195195616632969e+33 7675347.456624141 16852568605046084.0 15.810143070714275 4.6460388538831223 0.21712019649849354 " " c 4.2104517710400042
19125906546.907429 0.26351254507149868 3.8104493695306181e+33 1.4648735478527891e+33 7356233.5286981557 14093364725297656.0 13.795101449415661 4.7971003510079724 0.15235149766895409 " " c 4.2361401937947072
19813888796.796143 0.24214042358454813 3.8159212067065877e+33 1.5073826974903339e+33 7052025.0953145865 11784654482133894.0 12.032792779849929 4.9489346632975897 0.10663370235846494 " " c 4.2608704287785422
20501871046.684856 0.22216460187288478 3.819496854943575e+33 1.5471146068748323e+33 6762016.5429627923 9853912856377144.0 10.49284815199017 5.1014384611291668 0.074454535718463194 " " c 4.2843761839322028
21189853296.57357 0.20354135446455346 3.8218219201036558e+33 1.5841562459700033e+33 6485498.7271473194 8239877676511363.0 9.1481970051497559 5.2545845760810241 0.051864593791715541 " " c 4.3065230517296609
21877835546.462284 0.18621955400730561 3.8233267799789291e+33 1.6186093070794692e+33 6221774.1252701199 6890930444574916.0 7.9747804400305169 5.4084011457935395 0.036045929226091324 " " c 4.3272632944468326
22565817796.350998 0.17014272079873849 3.8242964811647724e+33 1.6505861283313093e+33 5970166.0858794264 5763674373724943.0 6.951281748133197 5.5629564990382461 0.024995297394203364 " " c 4.3466047590302921
23253800046.239712 0.15525078056056829 3.8249186970120159e+33 1.6802061974650298e+33 5730024.2265393632 4821694275000262.0 6.0588697702813654 5.7183483144468035 0.017293330388674821 " " c 4.3645896801202984
23941782296.128426 0.14148154275790825 3.8253163161176215e+33 1.7075932114545206e+33 5500727.3319778927 4034482366218228.0 5.2809546057388959 5.8746959373859307 0.01193738770775195 " " c 4.3812803930077751
24629764546.017139 0.12877192090305201 3.8255693979028955e+33 1.7328726493238297e+33 5281684.6391726322 3376513681265631.0 4.6029567531612265 6.0321350127882578 0.0082211692391734367 " " c 4.3967498466861228
25317746795.905853 0.11705892110618066 3.8257298517941777e+33 1.7561698059198068e+33 5072336.0889127431 2826454794122313.0 4.0120910819535753 6.1908138053995341 0.0056484132299382626 " " c 4.4110754226017539
26005729045.794567 0.1062804269397849 3.8258311842158993e+33 1.7776082308167679e+33 4872151.9217027305 2366490066220482.0 3.4971667604376906 6.3508907443404166 0.0038712827005453736 " " c 4.4243350063943714
26693711295.683281 0.09637580847301741 3.8258949304030394e+33 1.7973085169471684e+33 4680631.8641759073 1981750498882566.0 3.0484037743920926 6.5125328551197299 0.002646537993189983 " " c 4.4366045771813321
27381693545.571995 0.087286381855549711 3.8259348745337949e+33 1.8153873864893116e+33 4497304.0665602889 1659831410009893.5 2.6572661512551523 6.6759148370685661 0.0018044630449501862 " " c 4.447956805523674
28069675795.460709 0.07895574362835045 3.8259598042457068e+33 1.8319570259232111e+33 4321723.8962134505 1390386443011123.5 2.3163115540310852 6.8412186143811242 0.0012268993740674008 " " c 4.4584603116003478
28757658045.349422 0.071330001388444364 3.8259752998103569e+33 1.8471246272383842e+33 4153472.6562420554 1164786761367817.0 2.0190565589724581 7.0086332403029514 0.00083176045457513238 " " c 4.4681793474961857
29445640295.238136 0.064357919789976958 3.8259848909896287e+33 1.8609920975377359e+33 3992156.2748163831 975835612498901.5 1.7598566857582574 7.1783550712128017 0.00056214207128619902 " " c 4.4771737454457865
30133622545.12685 0.057990998287807183 3.8259908018172009e+33 1.8736559044055515e+33 3837403.9954808326 817529710132064.0 1.5338000967058909 7.3505881541326747 0.00037868262830493638 " " c 4.4854990273939475
30821604795.015564 0.052183494620387849 3.825994428105923e+33 1.8852070292000487e+33 3688867.0886506201 684860054369282.0 1.3366138055137464 7.5255447904444486 0.00025421543147803778 " " c 4.4932066076518327
31509587044.904278 0.046892405838546702 3.8259966423703457e+33 1.8957310047871307e+33 3546217.5977197657 573645866772339.0 1.1645812183941922 7.7034462524479217 0.00017003334648573452 " " c 4.5003440450219774
32197569294.792992 0.042077416737964057 3.8259979877782221e+33 1.9053080181081896e+33 3409147.1286069914 480396258452909.94 1.0144698551612863 7.8845236394482798 0.0001132851241253613 " " c 4.5069553172800356
32885551544.681705 0.037700823847623521 3.8259988010380849e+33 1.9140130613670769e+33 3277365.6883863737 402195073983410.94 0.88346815142163182 8.0690188674496586 7.5164267960800901e-05 " " c 4.5130811019878454
33573533794.570419 0.033727441653823798 3.8259992899584608e+33 1.9219161185505446e+33 3150600.5764143225 336605069255615.25 0.76913031478209981 8.2571857920520539 4.9651784621410151e-05 " " c 4.5187590551175436
34261516044.459133 0.030124496481863328 3.825999582206569e+33 1.9290823764975739e+33 3028595.3297722773 281588196189157.37 0.66932828977975545 8.449291468334641 3.2645239623476237e-05 " " c 4.5240240842103434
34949498294.347847 0.026861512394079634 3.8259997558386188e+33 1.9355724518481757e+33 2911108.7237032554 235439291684652.81 0.58220997207185921 8.6456175546802658 2.1356703644164199e-05 " " c 4.528908616711532
35637480544.236565 0.023910192571215072 3.8259998583378485e+33 1.9414426269758534e+33 2797913.8269067938 196730912985835.94 0.50616289807227 8.8464618697914386 1.389748826037488e-05 " " c 4.533442867449085
36325462794.125282 0.02124429890213364 3.8259999184357462e+33 1.9467450894836562e+33 2688797.1109922538 164267436907281.72 0.43978271883699116 9.0521401135206609 8.9923762365790786e-06 " " c 4.5376551125642202
37013445044.014 0.018839531894029315 3.8259999534196475e+33 1.9515281710627758e+33 2583557.6130258506 137046855758762.45 0.38184584478322736 9.2629877623247658 5.7834400671074073e-06 " " c 4.5415719811733144
37701427293.902718 0.016673412512534735 3.8259999736291625e+33 1.9558365825125684e+33 2482006.1499144384 114228966932461.36 0.33128571974225718 9.4793621486000781 3.6957075096178949e-06 " " c 4.5452187813497513
38389409543.791435 0.014725167151629415 3.8259999852093562e+33 1.9597116425354091e+33 2383964.5833387175 95108873735279.297 0.28717224842014705 9.7016447288802077 2.3454272229476642e-06 " " c 4.5486198846114831
39077391793.680153 0.012975616602049822 3.8259999917878382e+33 1.9631914985785231e+33 2289265.134086689 79094898907881.406 0.24869396048122774 9.9302435372318723 1.4776078131034131e-06 " " c 4.55179920434745
39765374043.568871 0.011407069621094501 3.825999995490773e+33 1.9663113385236432e+33 2197749.7449707552 65690165227804.922 0.21514254734523203 10.165595804458796 9.2362199217306416e-07 " " c 4.5547808205831961
40453356293.457588 0.010003221495147763 3.8259999975548167e+33 1.9691035924461512e+33 2109269.4920903472 54477224663348.266 0.1858994547319483 10.40817069649674 5.7252712622846105e-07 " " c 4.5561747003440729
40522154518.446457 0.0098716961026141803 3.8259999977010325e+33 1.9693651964519006e+33 2100559.9909941149 53459834626958.227 0.18318369574562299 10.43291586622259 5.4545859141231376e-07 " " c 4.5564447444770355
40590952743.435326 0.0097416522147433238 3.8259999978387605e+33 1.9696238537448756e+33 2091879.3957332417 52460579855916.641 0.18050524185915284 10.457739724562972 5.1962271100025261e-07 " " c 4.5567129080204207
40659750968.424194 0.0096130755787687816 3.8259999979684786e+33 1.969879592673829e+33 2083227.5700901102 51479145854495.219 0.17786359560761275 10.482642820870486 4.9496537207472322e-07 " " c 4.5569792068514774
40728549193.413063 0.0094859520606217496 3.8259999980906392e+33 1.9701324413514235e+33 2074604.3786363075 50515223542863.266 0.17525826618286197 10.507625709019818 4.7143475495527314e-07 " " c 4.5572436567285104
40797347418.401932 0.0093602676440552868 3.8259999982056697e+33 1.9703824276559741e+33 2066009.6867274961 49568509162897.641 0.17268876934227512 10.532688947460842 4.4898123919532033e-07 " " c 4.5575062732925993
40866145643.3908 0.009236008429774456 3.8259999983139745e+33 1.9706295792331787e+33 2057443.3604983173 48638704185663.047 0.1701546273187601 10.557833099272584 4.2755731331568192e-07 " " c 4.5577670720682404
40934943868.379669 0.0091131606345710159 3.8259999984159349e+33 1.9708739234978384e+33 2048905.2668573321 47725515220532.461 0.16765536873204423 10.583058732217779 4.0711748813031724e-07 " " c 4.5580260684645939
41003742093.368538 0.0089917105904636641 3.8259999985119121e+33 1.9711154876355679e+33 2040395.2734819939 46828653925917.914 0.16519052850121058 10.608366418798274 3.8761821352531268e-07 " " c 4.5582832777749447
41072540318.357407 0.0088716447438438317 3.8259999986022464e+33 1.9713542986044947e+33 2031913.2488136566 45947836921582.484 0.16275964775846677 10.633756736311167 3.6901779855729232e-07 " " c 4.5585387151801893
41141338543.346275 0.0087529496546270291 3.82599999868726e+33 1.971590383136947e+33 2023459.0620526162 45082785702504.805 0.16036227376412737 10.659230266905681 3.5127633474251056e-07 " " c 4.5587923957469405
41210136768.335144 0.0086356119954082988 3.8259999987672572e+33 1.971823767741133e+33 2015032.5831531859 44233226554268.109 0.15799795982279424 10.684787597640886 3.343556224128322e-07 " " c 4.5590443344302649
41278934993.324013 0.0085196185506247746 3.8259999988425251e+33 1.9720544787028075e+33 2006633.6828188049 43398890469946.078 0.15566626520071619 10.710429320544215 3.182191000193741e-07 " " c 4.5592945460732164
41347733218.312881 0.0084049562157220148 3.8259999989133352e+33 1.9722825420869291e+33 1998262.2324971801 42579513068458.5 0.15336675504431138 10.736156032670721 3.0283177626917971e-07 " " c 4.5595430454095256
41416531443.30175 0.0082916119963259982 3.8259999989799435e+33 1.9725079837393076e+33 1989918.1043754618 41774834514370.164 0.15109900029983611 10.761968336163253 2.8816016498463919e-07 " " c 4.5597898470621931
41485329668.290619 0.0081795730074215589 3.8259999990425915e+33 1.9727308292882386e+33 1981601.1713754504 40984599439106.859 0.1488625776341832 10.787866838313439 2.7417222257951833e-07 " " c 4.5600349655458405
41554127893.279488 0.0080688264725339298 3.8259999991015081e+33 1.9729511041461302e+33 1973311.3071488377 40208556863562.891 0.14665706935679354 10.813852151623498 2.6083728804951988e-07 " " c 4.560278415267577
41622926118.268356 0.0079593597229169477 3.8259999991569089e+33 1.9731688335111184e+33 1965048.386072479 39446460122075.0 0.14448206334266533 10.83992489386895 2.4812602537918268e-07 " " c 4.5605202105262119
41691724343.257225 0.0078511601967469202 3.8259999992089967e+33 1.9733840423686706e+33 1956812.2832436978 38698066787737.992 0.14233715295644508 10.866085688162235 2.360103682706434e-07 " " c 4.5607603655150033
41760522568.246094 0.0077442154383197126 3.8259999992579642e+33 1.9735967554931821e+33 1948602.8744756239 37963138599037.844 0.14022193697758426 10.892335163017158 2.2446346710340267e-07 " " c 4.5609988943219522
41829320793.234962 0.0076385130972558279 3.8259999993039928e+33 1.9738069974495582e+33 1940420.0362925611 37241441387778.562 0.13813601952654708 10.918673952414327 2.1345963803768142e-07 " " c 4.5612358109294542
41898119018.223831 0.007534040927707597 3.8259999993472533e+33 1.9740147925947897e+33 1932263.6459253877 36532745008279.43 0.13607900999205408 10.945102695867469 2.0297431417731034e-07 " " c 4.5614711292165362
41966917243.2127 0.0074307867875740286 3.8259999993879071e+33 1.9742201650795155e+33 1924133.5813069881 35836823267819.727 0.13405052295934625 10.971622038490729 1.9298399871129602e-07 " " c 4.5617048629588473
42035715468.201569 0.0073287386377192121 3.8259999994261063e+33 1.9744231388495766e+33 1916029.7210677157 35153453858308.492 0.1320501781394553 10.998232631066886 1.8346621995628597e-07 " " c 4.5619370258297893
42104513693.190437 0.0072278845411972714 3.825999999461995e+33 1.9746237376475588e+33 1907951.9445308868 34482418289157.215 0.13007760029946622 11.024935130116598 1.7439948822515133e-07 " " c 4.56216763140079
42173311918.179306 0.0071282126624807596 3.8259999994957081e+33 1.9748219850143259e+33 1899900.1317083051 33823501821333.793 0.12813241919375656 11.051730197968617 1.6576325444975578e-07 " " c 4.5623966931426452
42242110143.168175 0.007029711266695382 3.8259999995273743e+33 1.9750179042905429e+33 1891874.1632958162 33176493402576.527 0.12621426949619968 11.078618502831016 1.5753787048874147e-07 " " c 4.5626242244261945
42310908368.157043 0.006932368718859494 3.8259999995571133e+33 1.9752115186181886e+33 1883873.9206688942 32541185603747.266 0.12432279073331728 11.105600718863434 1.4970455105381551e-07 " " c 4.562850238522536
42379706593.145912 0.0068361734831280385 3.8259999995850388e+33 1.9754028509420583e+33 1875899.2858782564 31917374556303.195 0.12245762721836842 11.13267752625042 1.4224533719057317e-07 " " c 4.563074748604663
42448504818.134781 0.0067411141220430348 3.8259999996112585e+33 1.9755919240112565e+33 1867950.1416455097 31304859890867.18 0.12061842798636038 11.159849611275767 1.3514306125235601e-07 " " c 4.563297767747267
42517303043.12365 0.0066471792957868425 3.8259999996358728e+33 1.9757787603806801e+33 1860026.3713588251 30703444676876.918 0.11880484672996963 11.187117666398008 1.2838131330800099e-07 " " c 4.5635193089276687
42586101268.112518 0.0065543577614427528 3.8259999996589774e+33 1.9759633824124905e+33 1852127.8590686433 30112935363293.504 0.11701654173635846 11.214482390326967 1.2194440892663575e-07 " " c 4.563739385027632
42654899493.101387 0.0064626383722585778 3.8259999996806615e+33 1.9761458122775777e+33 1844254.4894834091 29533141720350.406 0.11525317582487536 11.24194448810143 1.1581735828482618e-07 " " c 4.5639580088320324
42723697718.090256 0.0063720100769171228 3.82599999970101e+33 1.9763260719570119e+33 1836406.1479653346 28963876782324.164 0.11351441628562614 11.269504671168002 1.0998583654354213e-07 " " c 4.5641751930319252
42792495943.079124 0.0062824619188095454 3.8259999997201024e+33 1.976504183243488e+33 1828582.7205261921 28404956791308.473 0.11179993481890313 11.297163657461082 1.0443615544439843e-07 " " c 4.564390950223463
42861294168.067993 0.0061939830353149317 3.8259999997380142e+33 1.9766801677427587e+33 1820784.0938231356 27856201141973.68 0.11010940747546061 11.324922171484042 9.9155236076594581e-08 " " c 4.5646052929090404
42930092393.056862 0.0061065626570850906 3.8259999997548157e+33 1.976854046875058e+33 1813010.1551545504 27317432327294.004 0.1084425145976239 11.352780944391593 9.4130582767864659e-08 " " c 4.5648182334987801
42998890618.045731 0.0060201901073325681 3.8259999997705738e+33 1.9770258418765156e+33 1805260.7924559319 26788475885225.148 0.10679894076122047 11.380740714073431 8.9350258054539736e-08 " " c 4.5650297843097825
43067688843.034599 0.0059348548011255442 3.8259999997853514e+33 1.9771955738005614e+33 1797535.8942957916 26269160346315.277 0.10517837471832103 11.408802225239056 8.4802858687590042e-08 " " c 4.5652399575684637
43136487068.023468 0.0058505462446859502 3.8259999997992072e+33 1.9773632635193197e+33 1789835.3498715933 25759317182232.637 0.10358050934077929 11.436966229503891 8.0477492633157669e-08 " " c 4.5654487654096281
43205285293.012337 0.0057672540346933587 3.8259999998121972e+33 1.9775289317249951e+33 1782159.049005714 25258780755193.441 0.10200504156455864 11.465233485476721 7.6363757027735035e-08 " " c 4.5656562198786661
43274083518.001205 0.0056849678575929818 3.8259999998243732e+33 1.9776925989312477e+33 1774506.8821414355 24767388268273.887 0.10045167233483483 11.493604758848404 7.2451717049667694e-08 " " c 4.5658623329306876
43342881742.990074 0.005603677488909109 3.8259999998357854e+33 1.9778542854745598e+33 1766878.7403389614 24284979716590.496 0.098920106551863257 11.522080822481962 6.8731885670167759e-08 " " c 4.5660671164325652
43411679967.978943 0.0055233727925628751 3.8259999998464793e+33 1.9780140115155926e+33 1759274.5152714627 23811397839333.277 0.097410053017599876 11.550662456503971 6.5195204248457297e-08 " " c 4.5662705821625886
43480478192.967812 0.0054440437201944691 3.8259999998564994e+33 1.9781717970405334e+33 1751694.0992211502 23346488072636.437 0.095921224383065329 11.579350448397431 6.1833023937027616e-08 " " c 4.5664727418119
43549276417.95668 0.0053656803104910056 3.8259999998658864e+33 1.9783276618624334e+33 1744137.3850753729 22890098503271.723 0.094453337096441325 11.608145593095962 5.8637087864354475e-08 " " c 4.5666736069841249
43618074642.945549 0.0052882726885181697 3.8259999998746792e+33 1.9784816256225374e+33 1736604.2663227448 22442079823149.672 0.093006111351888854 11.637048693079509 5.559951406366095e-08 " " c 4.5668731891972163
43686872867.934418 0.0052118110650565264 3.8259999998829139e+33 1.9786337077916027e+33 1729094.6370492971 22002285284614.371 0.091579271039077884 11.666060558471431 5.2712779117562074e-08 " " c 4.5670714998830171
43755671092.923286 0.005136285735943269 3.8259999998906253e+33 1.978783927671209e+33 1721608.3919346572 21570570656517.566 0.090172543693418691 11.695182007137179 4.9969702489611448e-08 " " c 4.5672685503888886
43824469317.912155 0.0050616870814176318 3.8259999998978448e+33 1.9789323043950604e+33 1714145.4262482543 21146794181058.238 0.088785660446984202 11.724413864784404 4.7363431514889882e-08 " " c 4.5674643519775238
43893267542.901024 0.0049880055654717426 3.8259999999046038e+33 1.9790788569302769e+33 1706705.6358455499 20730816531373.969 0.087418355980114146 11.753756965064673 4.4887427022893485e-08 " " c 4.5676589158275824
43962065767.889893 0.0049152317352049169 3.8259999999109299e+33 1.9792236040786776e+33 1699288.9171642957 20322500769870.727 0.086070368473690664 11.78321214967673 4.2535449567005659e-08 " " c 4.5678522530350518
44030863992.878761 0.0048433562201838365 3.8259999999168502e+33 1.9793665644780545e+33 1691895.1672208162 19921712307277.949 0.08474143956207629 11.812780268471366 4.0301546235872775e-08 " " c 4.5680443746133292
44099662217.86763 0.0047723697318062808 3.82599999992239e+33 1.9795077566034375e+33 1684524.2836063174 19528318862415.941 0.083431314286704375 11.842462179557915 3.8180038022955712e-08 " " c 4.5682352914932354
44168460442.856499 0.0047022630626696316 3.8259999999275724e+33 1.9796471987683501e+33 1677176.1644832199 19142190422662.992 0.0821397410503132 11.87225874941244 3.6165507731482618e-08 " " c 4.5684250145250225
44237258667.845367 0.0046330270859440414 3.8259999999324204e+33 1.9797849091260574e+33 1669850.7085815184 18763199205109.711 0.080866471571814036 11.902170852987602 3.4252788392912274e-08 " " c 4.5686135544779516
44306056892.834236 0.0045646527547493765 3.8259999999369542e+33 1.9799209056708036e+33 1662547.8151951656 18391219618388.387 0.079611260841784395 11.93219937382424 3.2436952177897962e-08 " " c 4.5688009220409622
44374855117.823105 0.0044971311015374882 3.8259999999411941e+33 1.9800552062390419e+33 1655267.3841784811 18026128225165.383 0.078373867078577575 11.962345204164697 3.0713299779560967e-08 " " c 4.5689871278235135
44443653342.811974 0.0044304532374785932 3.8259999999451584e+33 1.9801878285106553e+33 1648009.3159425845 17667803705284.777 0.077154051685039748 11.99260924506803 2.9077350249691415e-08 " " c 4.5691721823560352
